r,shooting_F,shooting_G,finite_difference_F,finite_difference_G,chebyshev_F,chebyshev_G
0.17106122448979594,0.03806434504042194,-0.000430903900158593,0.038085102858680234,-0.0004326983046360818,0.03808710990103544,-0.0004401650653622503
0.18106482593037215,0.04028564439563176,-0.00048273834431345624,0.040307342859626095,-0.00048582221323450716,0.04030939626819728,-0.0004942868521087251
0.1910684273709484,0.04250614463890204,-0.0005375093763070886,0.042529582860571964,-0.0005389461218329326,0.04253168263535913,-0.0005484086388552
0.2010720288115246,0.04472580172804427,-0.0005952156057981861,0.04475020676696621,-0.000597642023903902,0.04475396900252097,-0.0006025304256016747
0.21107563025210085,0.046944571638060366,-0.0006558555703855388,0.04697008437786469,-0.0006589110140574103,0.04697527228579913,-0.000659526265528328
0.22107923169267707,0.04916241036202052,-0.0007194277355856281,0.04918996198876317,-0.0007201800042109182,0.049191977200067086,-0.0007299654720860853
0.2310828331332533,0.0513792739119449,-0.0007859304948217597,0.051407365691247826,-0.0007888528554423377,0.051408682114335046,-0.0008004046786438431
0.24108643457382956,0.05359511831968653,-0.0008553621694173236,0.05362452590748198,-0.0008582544072040951,0.053625387028603005,-0.0008708438852016007
0.25109003601440577,0.055809899637805166,-0.0009277210085684502,0.05584127013696374,-0.0009287659388114165,0.05584209194287095,-0.0009412830917593581
0.261093637454982,0.05802357394045118,-0.001003005189342283,0.058055387319222954,-0.001006287235642468,0.058058796857138904,-0.0010117222983171156
0.27109723889555826,0.06023609732424376,-0.0010812128166624714,0.06026950450148219,-0.00108380853247352,0.06027550177140687,-0.0010821615048748736
0.28110084033613447,0.06244742590915015,-0.0011623419232999477,0.06248238980464979,-0.0011642716761223126,0.06248563412823226,-0.0011692000079333042
0.2911044417767107,0.06465751583936029,-0.00124639046985358,0.06469311343167337,-0.0012498971121815902,0.06469406437721381,-0.0012605372627368478
0.3011080432172869,0.06686632328416867,-0.0013333563447489873,0.06690383705869696,-0.0013355225482408676,0.06690249462619535,-0.0013518745175403917
0.3111116446578632,0.06907380443884847,-0.0014232373642215502,0.06911236818059897,-0.0014259144595763285,0.06911092487517692,-0.001443211772343936
0.3211152460984394,0.07127991552553714,-0.0015160312723233006,0.07131937134373746,-0.001519628131758567,0.07131935512415848,-0.0015345490271474799
0.3311188475390156,0.07348461279409628,-0.0016117357408843708,0.07352637450687596,-0.0016133418039408055,0.07352778537314002,-0.0016258862819510237
0.3411224489795919,0.07568785252300375,-0.0017103483695326848,0.07573006007741612,-0.0017136371076501285,0.07573621562212159,-0.001717223536754568
0.3511260504201681,0.07788959102021943,-0.0018118666856695457,0.07793299563800206,-0.0018154203243607877,0.07793791803087927,-0.0018207883230971504
0.3611296518607443,0.08008978462406204,-0.0019162881444649141,0.08013574697495734,-0.001917541003392186,0.08013464358702269,-0.0019333983037786765
0.3711332533013205,0.08228838970409487,-0.0020236101288679657,0.08233428766803128,-0.002027374773578357,0.08233136914316609,-0.0020460082844602026
0.3811368547418968,0.08448536266197765,-0.00213382994956696,0.0845328283611052,-0.0021372085437645284,0.08452809469930953,-0.002158618265141729
0.391140456182473,0.08668065993235442,-0.002246944845004112,0.08673009791748916,-0.0022491958086476205,0.08672482025545293,-0.002271228245823255
0.4011440576230492,0.08887423798372747,-0.002362951981371612,0.0889238994897798,-0.0023670583546180277,0.08892154581159635,-0.002383838226504781
0.4111476590636255,0.09106605331931877,-0.0024818484525907453,0.09111770106207046,-0.002484920900588435,0.09111827136773977,-0.002496448207186308
0.4211512605042017,0.09325606247794765,-0.002603631280314626,0.09330899730936526,-0.0026067429671982924,0.09331499692388318,-0.002609058187867834
0.4311548619447779,0.0954442220349132,-0.0027282974139385702,0.09549773276985965,-0.002732612208608372,0.09550339095010196,-0.002734850713012516
0.44115846338535414,0.09763048860284664,-0.0028558437305721725,0.09768646823035403,-0.002858481450018452,0.09768417346144778,-0.002872686540426104
0.4511620648259304,0.09981481883257272,-0.002986267035023086,0.09987130565972634,-0.002990104237599674,0.0998649559727936,-0.003010522367839694
0.4611656662665066,0.10199716941400677,-0.003119564059829658,0.10205463342455162,-0.003123955310282294,0.10204573848413942,-0.0031483581952532823
0.47116926770708284,0.10417749707700613,-0.003255731465234821,0.10423796118937691,-0.003257806382964914,0.10422652099548524,-0.003286194022666871
0.4811728691476591,0.10635575859223108,-0.003394765839174832,0.10641585814883196,-0.0033991934831540064,0.10640730350683107,-0.0034240298500804603
0.4911764705882353,0.10853191077201753,-0.003536663697282116,0.10859345198100835,-0.0035410012162610713,0.10858808601817689,-0.0035618656774940487
0.5011800720288115,0.11070591047125498,-0.003681421482895038,0.1107699925351382,-0.0036841840939182595,0.11076886852952271,-0.003699701504907637
0.5111836734693878,0.11287771458824888,-0.0038290355670515695,0.11294151345257704,-0.0038339205364786772,0.11294965104086852,-0.003837537332321226
0.521187274909964,0.11504728006555107,-0.003979502248447556,0.11511303437001588,-0.003983656979039095,0.11511688798755805,-0.003991928796667828
0.5311908763505402,0.11721456389084679,-0.004132817753458437,0.11728199773112473,-0.004136551568253404,0.11727660968813526,-0.0041555055323010005
0.5411944777911165,0.11937952309783152,-0.004288978236152213,0.11944712064353606,-0.004294188457788236,0.1194363313887125,-0.004319082267934175
0.5511980792316927,0.12154211476705712,-0.0044479797782677605,0.12161224355594738,-0.004451825347323066,0.12159605308928971,-0.004482659003567347
0.5612016806722689,0.12370229602678517,-0.004609818389204137,0.12377315043823878,-0.004614388856109167,0.12375577478986692,-0.004646235739200519
0.5712052821128452,0.12586002405384691,-0.004774490006016595,0.12593153898310214,-0.004779895154510423,0.12591549649044412,-0.004809812474833692
0.5812088835534214,0.12801525607451217,-0.004941990493422218,0.12808992752796552,-0.004945401452911678,0.12807521819102133,-0.0049733892104668635
0.5912124849939976,0.13016794936535617,-0.005112315643804411,0.1302423002018464,-0.005117588524722884,0.13023493989159854,-0.005136965946100036
0.6012160864345738,0.13231806125411308,-0.005285461177205537,0.13239363077358376,-0.0052909328767202805,0.13239466159217575,-0.005300542681733208
0.6112196878751501,0.1344655491205054,-0.005461422741296972,0.13454437995376983,-0.00546489104839561,0.134554383292753,-0.005464119417366383
0.6212232893157263,0.13661037039707494,-0.005640195911350644,0.1366883188795503,-0.005646039328280008,0.1366885530124046,-0.005655133037475338
0.6312268907563026,0.13875248257011996,-0.005821776190313609,0.13883225780533076,-0.005827187608164406,0.1388211677352988,-0.005847816362430944
0.6412304921968788,0.14089184318049416,-0.006006159008751323,0.14097384443770947,-0.006010705263294546,0.14095378245819298,-0.00604049968738655
0.651234093637455,0.1430284098244696,-0.006193339724852324,0.14311006989852657,-0.006199623021650239,0.1430863971810872,-0.006233183012342157
0.6612376950780312,0.14516214015457468,-0.006383313624411589,0.14524629535934366,-0.006388540780005933,0.1452190119039814,-0.006425866337297763
0.6712412965186074,0.14729299188044198,-0.006576075920822452,0.14737824715348224,-0.006581566408321046,0.1473516266268756,-0.006618549662253369
0.6812448979591837,0.1494209227696634,-0.006771621755075162,0.14950642826990088,-0.006778216431072509,0.14948424134976981,-0.006811232987208977
0.69124849939976,0.15154589064864626,-0.006969946195757133,0.15163460938631948,-0.006974866453823971,0.15161685607266404,-0.007003916312164584
0.7012521008403362,0.1536678534034651,-0.0071710442390499,0.15375645413097644,-0.007177345746924083,0.15374947079555823,-0.00719659963712019
0.7112557022809124,0.1557867689807028,-0.007374910808717807,0.15587627114728067,-0.007381690488770919,0.15588208551845242,-0.007389282962075796
0.7212593037214886,0.1579025953882745,-0.00758154075608347,0.1579960881635849,-0.0075860352306177554,0.15800010405301176,-0.007594580894582914
0.7312629051620648,0.16001529069622983,-0.007790928859985023,0.16010735330693032,-0.00779791093596716,0.1600985868409948,-0.007816762397693012
0.741266506602641,0.1621248130376314,-0.00800306982679553,0.16221847826305774,-0.008009910093199832,0.16219706962897779,-0.008038943900803107
0.7512701080432174,0.16423112060945946,-0.008217958290466645,0.1643277096401565,-0.008223509482197957,0.16429555241696084,-0.008261125403913206
0.7612737094837936,0.1663341716733687,-0.008435588812449624,0.1664298251021397,-0.00844312241128898,0.16639403520494384,-0.008483306907023303
0.7712773109243698,0.1684339245565563,-0.008655955881708017,0.1685319405641229,-0.008662735340380001,0.16849251799292686,-0.0087054884101334
0.781280912364946,0.1705303376525812,-0.008879053914692629,0.17062998174897293,-0.008885652588175327,0.17059100078090986,-0.008927669913243497
0.7912845138055222,0.1726233694221925,-0.009104877255323367,0.17272276281718532,-0.009112835893782714,0.17268948356889288,-0.009149851416353594
0.8012881152460984,0.17471297839416425,-0.009333420174975708,0.17481554388539772,-0.009340019199390103,0.17478796635687588,-0.009372032919463692
0.8112917166866747,0.1767991231661332,-0.009564676872469443,0.1769019295751942,-0.009572191037839229,0.1768864491448589,-0.009594214422573787
0.821295318127251,0.17888176240543624,-0.009798641474057429,0.17898506138206294,-0.009806900975020422,0.17898493193284193,-0.009816395925683886
0.8312989195678272,0.18096085484994442,-0.010035308033411967,0.18106819318893164,-0.010041610912201612,0.18107897232497794,-0.010041970509283528
0.8413025210084034,0.1830363593088902,-0.010274670531606593,0.1831424599406346,-0.010282971356477535,0.18313530199510902,-0.01029634836019378
0.8513061224489796,0.18510823466368487,-0.010516722877090857,0.18521562079835102,-0.010525161435275323,0.1851916316652401,-0.01055072621110403
0.8613097238895558,0.18717643986872257,-0.010761458905655876,0.18728759507266768,-0.010768209260399113,0.1872479613353712,-0.010805104062014282
0.8713133253301321,0.18924093395216818,-0.011008872380388276,0.18935047291384433,-0.01101783263015569,0.1893042910055023,-0.011059481912924534
0.8813169267707083,0.19130167601674994,-0.01125895699162707,0.19141335075502097,-0.011267455999912265,0.1913606206756334,-0.011313859763834786
0.8913205282112846,0.19335862524077133,-0.011511706357072167,0.19347260615545492,-0.011519602356226238,0.1934169503457645,-0.011568237614745042
0.9013241296518608,0.19541174087877108,-0.011767114021653329,0.1955248826625147,-0.011776609428123733,0.1954732800158956,-0.011822615465655294
0.911327731092437,0.19746098226237063,-0.012025173457521328,0.1975771591695745,-0.01203361650002123,0.19752960968602667,-0.012076993316565546
0.9213313325330132,0.19950630880109588,-0.012285878064026038,0.19962323857375947,-0.012294789142386126,0.1995859393561578,-0.012331371167475796
0.9313349339735895,0.20154767998317377,-0.012549221167676976,0.20166460470443923,-0.01255912995434811,0.20164226902628887,-0.012585749018386048
0.9413385354141657,0.20358505537633503,-0.012815196022107157,0.203705970835119,-0.012823470766310094,0.20369859869641996,-0.0128401268692963
0.9513421368547419,0.2056183946286213,-0.013083795808039169,0.205738420764811,-0.013093594949823824,0.20575492836655107,-0.013094504720206552
0.9613457382953182,0.20764765746919436,-0.013355013633252344,0.20776856173485966,-0.013365216808360132,0.20776090665117422,-0.013380555298220922
0.9713493397358944,0.20967280370914657,-0.01362884253254991,0.20979846506189148,-0.01363698762895319,0.20976604723761536,-0.013667132816768223
0.9813529411764707,0.21169379324230994,-0.013905275467725114,0.21181707507163133,-0.013915837453145763,0.2117711878240565,-0.013953710335315521
0.9913565426170469,0.21371058604606283,-0.014184305327525059,0.21383568508137119,-0.014194687277338334,0.21377632841049765,-0.014240287853862822
1.001360144057623,0.2157231421821318,-0.014465924927611297,0.21585137113297545,-0.01447530800297652,0.21578146899693876,-0.014526865372410118
1.0113637454981992,0.21773142179738736,-0.014750127010516005,0.21785813909751897,-0.014761329986955564,0.21778660958337992,-0.014813442890957417
1.0213673469387754,0.21973538512463175,-0.015036904245592623,0.2198649070620625,-0.015047351970934607,0.21979175016982105,-0.015100020409504717
1.0313709483793516,0.22173499248337675,-0.01532624922895994,0.2218659280890681,-0.01533674134666448,0.2217968907562622,-0.015386597928052016
1.0413745498199278,0.22373020428061036,-0.0156181544834384,0.22386055166225163,-0.015629879281184977,0.22380203134270332,-0.015673175446599314
1.051378151260504,0.22572098101154964,-0.015912612458477658,0.22585517523543513,-0.015923017215705475,0.22580717192914448,-0.015959752965146616
1.0613817527010803,0.22770728326039177,-0.016209615530081517,0.22784108863943295,-0.016221091689537583,0.22781231251558562,-0.016246330483693915
1.0713853541416567,0.22968907170138897,-0.016509156000923918,0.22982326060338537,-0.016521286646390475,0.2298174531020268,-0.01653290800224122
1.081388955582233,0.23166630709941557,-0.01681122610016862,0.23180543256733777,-0.016821481603243357,0.23181826627385005,-0.01682189343600868
1.0913925570228091,0.2336389503107223,-0.01711581798339003,0.23377579997863507,-0.017128155185539784,0.2337621919377238,-0.017142532942316865
1.1013961584633853,0.23560696228378325,-0.017422923732551675,0.23574522164574582,-0.017435347815235036,0.23570611760159754,-0.01746317244862505
1.1113997599039616,0.2375703040600522,-0.017732535355931205,0.23771265748886736,-0.017743595558254065,0.2376500432654713,-0.017783811954933233
1.1214033613445378,0.239528936774723,-0.0180446447880464,0.2396690256765023,-0.0180577237976465,0.23959396892934504,-0.018104451461241417
1.131406962785114,0.2414828216574932,-0.018359243889581534,0.24162539386413728,-0.018371852037038935,0.24153789459321878,-0.0184250909675496
1.1414105642256902,0.2434319200333295,-0.018676324447313594,0.24357671059775007,-0.018688581293165626,0.2434818202570925,-0.018745730473857785
1.1514141656662664,0.24537619332323468,-0.018995878174037733,0.24551973047642858,-0.019009582637770417,0.24542574592096625,-0.01906636998016597
1.1614177671068426,0.2473156030450145,-0.019317896708491437,0.24746275035510712,-0.019330583982375207,0.24736967158484,-0.019387009486474153
1.1714213685474189,0.2492501108140439,-0.019642371615276866,0.24939751719780925,-0.019655702318692774,0.24931359724871374,-0.019707648992782337
1.181424969987995,0.2511796783440314,-0.019969294384780716,0.2513268897880673,-0.019983511554780165,0.25125752291258746,-0.02002828849909052
1.1914285714285713,0.2531042674477807,-0.02029865643309111,0.25325626237832527,-0.020311320790867556,0.2532014485764612,-0.020348928005398705
1.2014321728691475,0.25502384003794876,-0.02063044910191099,0.255174051846686,-0.020644733091966568,0.25514537424033495,-0.02066956751170689
1.211435774309724,0.25693835812779925,-0.020964663658467313,0.25708948637155193,-0.0209792845420461,0.25708929990420876,-0.02099020701801508
1.2214393757503001,0.25884778383194973,-0.021301291295415636,0.2590041047031203,-0.021314218712579866,0.2590061191736633,-0.021323377787795646
1.2314429771908764,0.2607520793671134,-0.02164032313073944,0.2609053065532256,-0.021655443993191928,0.26087783964203626,-0.021677397695602497
1.2414465786314526,0.2626512070528319,-0.021981750207643647,0.26280650840333086,-0.021996669273803993,0.2627495601104092,-0.022031417603409348
1.2514501800720288,0.26454512931220087,-0.022325563494441793,0.2647035918709631,-0.022339768054744552,0.26462128057878215,-0.0223854375112162
1.261453781512605,0.2664338086725847,-0.02267175388443624,0.2665902745111699,-0.02268759829366065,0.2664930010471551,-0.02273945741902305
1.2714573829531812,0.26831720776632195,-0.023020312195790933,0.2684769571513767,-0.02303542853257675,0.2683647215155281,-0.0230934773268299
1.2814609843937574,0.2701952893314185,-0.023371229171396092,0.270356087727105,-0.023386590500595404,0.27023644198390107,-0.023447497234636752
1.2914645858343337,0.2720680162122581,-0.023724495478739255,0.2722279610834312,-0.023740954121507032,0.27210816245227404,-0.023801517142443603
1.3014681872749099,0.27393535136084946,-0.024080101710050848,0.2740998344397575,-0.02409531774241866,0.273979882920647,-0.024155537050250454
1.311471788715486,0.275797257837027,-0.024438038381913926,0.27596059662400607,-0.02445443854482105,0.27585160338902,-0.024509556958057305
1.3214753901560623,0.2776536988091927,-0.02479829593514122,0.2778173785874618,-0.024815263454814673,0.27772332385739296,-0.024863576865864156
1.3314789915966385,0.27950463755516386,-0.02516086473470787,0.27967416055091754,-0.025176088364808297,0.27959504432576593,-0.025217596773671008
1.3414825930372147,0.2813500374628659,-0.02552573506960347,0.2815161414056042,-0.025543060676207267,0.2814667647941389,-0.02557161668147786
1.351486194477791,0.283189862031028,-0.025892897152682403,0.28335754660068735,-0.02591027207852243,0.2833384852625119,-0.02592563658928471
1.3614897959183674,0.28502407486987846,-0.02626234112051217,0.28519599521761546,-0.02627867544955268,0.28521020573088485,-0.026279656497091568
1.3714933973589436,0.28685263970184244,-0.026634057033219333,0.2870217461407555,-0.0266521979999029,0.28700565003065265,-0.026664662767199785
1.3814969987995198,0.28867552036223815,-0.027008034874332825,0.2888474970638955,-0.027025720550253114,0.2887932888881929,-0.02705283991315569
1.391500600240096,0.2904926807999742,-0.0273842645506242,0.2906666323197616,-0.02740183090423118,0.29058092774573313,-0.027441017059111596
1.4015042016806722,0.29230408507824446,-0.027762735891944543,0.2924764484543116,-0.027781586552773137,0.2923685666032733,-0.0278291942050675
1.4115078031212485,0.2941096973752223,-0.02814343865105766,0.29428626458886165,-0.028161342201315092,0.29415620546081356,-0.028217371351023403
1.4215114045618247,0.2959094819847523,-0.028526362503469297,0.2960856840016352,-0.028545045789177284,0.2959438443183538,-0.028605548496979306
1.431515006002401,0.29770340331703954,-0.02891149704725195,0.2978792926235722,-0.02893095590426205,0.29773148317589404,-0.028993725642935213
1.441518607442977,0.2994914258993348,-0.02929883180286502,0.29967290124550927,-0.029316866019346813,0.2995191220334343,-0.029381902788891117
1.4515222088835533,0.30127351437661715,-0.029688356212969905,0.3014522062445318,-0.029708046268846544,0.3013067608909745,-0.02977007993484702
1.4615258103241295,0.30304963351227093,-0.030080059642239768,0.303229331853228,-0.030100029509310917,0.30309439974851476,-0.030158257080802924
1.4715294117647058,0.3048197481887587,-0.03047393137716359,0.3050048814846665,-0.030492576421076598,0.304882038606055,-0.03054643422675883
1.481533013205282,0.30658382340828755,-0.030869960625844184,0.30676525630447393,-0.030890550826022864,0.3066696774635952,-0.030934611372714735
1.4915366146458582,0.30834182429347073,-0.03126813651778986,0.30852563112428133,-0.03128852523096913,0.30845731632113543,-0.03132278851867064
1.5015402160864346,0.31009371608798125,-0.03166844810369942,0.31028055258302045,-0.03168839200311374,0.31024495517867573,-0.031710965664626556
1.5115438175270108,0.3118394641571988,-0.03207088435524001,0.3120239062828025,-0.03209227289560252,0.31203259403621597,-0.03209914281058246
1.521547418967587,0.31357903398884923,-0.0324754341648178,0.3137672599825846,-0.03249615378809129,0.31375483150108585,-0.03250924410433878
1.5315510204081633,0.3153123911936348,-0.03288208634534077,0.3155011647749612,-0.03290321705648799,0.315445706891558,-0.032929858733153426
1.5415546218487395,0.317039501505856,-0.03329082962997353,0.31722723469076375,-0.03331291909795981,0.3171365822820301,-0.033350473361968065
1.5515582232893157,0.31876033078402416,-0.03370165267188387,0.31895330460656635,-0.03372262113943163,0.3188274576725022,-0.03377108799078271
1.561561824729892,0.3204748450114629,-0.03411454404398039,0.32066580936944866,-0.03413675483379615,0.32051833306297434,-0.03419170261959735
1.5715654261704681,0.32218301029690033,-0.03452949223864138,0.3223743304889312,-0.03455218996021233,0.32220920845344647,-0.034612317248411996
1.5815690276110443,0.32388479287505334,-0.034946485667436064,0.32408285160841377,-0.03496762508662851,0.3239000838439186,-0.035032931877226635
1.5915726290516206,0.32558015910804033,-0.03536551266122315,0.3257735789949834,-0.03538870057711684,0.32559095923439074,-0.03545354650604128
1.6015762304921968,0.32726907548545087,-0.0357865614696302,0.3274642939234403,-0.035809780016652394,0.3272818346248629,-0.03587416113485592
1.611579831932773,0.32895150862449923,-0.03620962026056163,0.3291509331397518,-0.03623211219353421,0.328972710015335,-0.036294775763670566
1.6215834333733492,0.330627425271081,-0.03663467712011945,0.33082358232829734,-0.03665874443617945,0.33066358540580715,-0.03671539039248521
1.6315870348139254,0.3322967923003545,-0.03706172005230161,0.3324962315168429,-0.03708537667882468,0.3323544607962793,-0.03713600502129985
1.6415906362545019,0.333959576717321,-0.0374907369786955,0.33416060277217846,-0.03751447658421508,0.3340453361867514,-0.0375566196501145
1.651594237695078,0.33561574565740404,-0.03792171573816612,0.3358149342468464,-0.03794656936138813,0.33573621157722355,-0.03797723427892914
1.6615978391356543,0.33726526638702803,-0.03835464408653897,0.33746926572151437,-0.03837866213856118,0.3374270869676957,-0.03839784890774379
1.6716014405762305,0.3389081063041942,-0.03878950969627709,0.33911100165900604,-0.038814393874193755,0.3391179623581678,-0.03881846353655843
1.6816050420168067,0.340544232939055,-0.039226300156152305,0.3407467614738902,-0.03925185216278025,0.340732640056193,-0.039261072606453715
1.691608643457383,0.34217361395448603,-0.03966500297091018,0.34238252128877433,-0.03968931045136675,0.3423134047192419,-0.039713470663727775
1.7016122448979591,0.3437962171466548,-0.0401056055609287,0.3440012598425288,-0.04013153524929968,0.34389416938229067,-0.04016586872100184
1.7116158463385354,0.34541201044558656,-0.04054809526187015,0.3456182015894878,-0.04057426321185238,0.34547493404533947,-0.0406182667782759
1.7216194477791116,0.3470209619157264,-0.04099245932432619,0.34723264906546664,-0.04101766765827922,0.3470556987083883,-0.04107066483554996
1.7316230492196878,0.34862303975649755,-0.041438684913455724,0.3488305245354622,-0.041465566682439975,0.3486364633714371,-0.04152306289282403
1.741626650660264,0.350218212302855,-0.04188675910861543,0.3504284000054578,-0.04191346570660074,0.3502172280344859,-0.04197546095009809
1.7516302521008402,0.35180644802583483,-0.04233666890298263,0.3520193804654604,-0.042363175917718016,0.35179799269753476,-0.04242785900737216
1.7616338535414164,0.35338771553309806,-0.04278840120317025,0.35359794895447416,-0.04281614651569228,0.35337875736058355,-0.04288025706464622
1.7716374549819927,0.3549619835694696,-0.04324194282883373,0.355176517443488,-0.04326911711366654,0.3549595220236324,-0.04333265512192028
1.781641056422569,0.3565292210174706,-0.04369728051226953,0.356743680281792,-0.04372498693923833,0.35654028668668125,-0.04378505317919435
1.7916446578631453,0.35808939689784514,-0.044154400898005,0.3583026994453856,-0.04418292682350876,0.35812105134973005,-0.04423745123646842
1.8016482593037215,0.35964248037008045,-0.04461329054237946,0.3598617186089792,-0.04464086670777919,0.35970181601277884,-0.04468984929374248
1.8116518607442977,0.3611884407329198,-0.045073935913116134,0.36140471784731415,-0.04510274680112889,0.3612825806758277,-0.04514224735101654
1.821655462184874,0.3627272474248681,-0.04553632338888478,0.3629439528166822,-0.04556555274191675,0.3628633453388765,-0.045594645408290606
1.8316590636254502,0.36425887002469026,-0.046000439258854706,0.36448246629200853,-0.04602853022190868,0.3644441100019253,-0.046047043465564666
1.8416626650660264,0.36578327825190093,-0.04646626972223797,0.3660016807083479,-0.04649609616005371,0.36602487466497413,-0.04649944152283873
1.8516662665066026,0.36730044196724626,-0.046933800887822556,0.3675208951246873,-0.04696366209819874,0.3674858137178176,-0.04697945567015528
1.8616698679471788,0.36881033117317646,-0.04740301877349512,0.36903479726011,-0.04743244869260656,0.3689425974274821,-0.0474604274953104
1.871673469387755,0.37031291601430955,-0.04787390930575333,0.370533762213251,-0.047904667553753784,0.3703993811371466,-0.047941399320465525
1.8816770708283312,0.3718081667778852,-0.048346458319207274,0.37203272716639196,-0.048376886414901,0.37185616484681105,-0.048422371145620646
1.8916806722689075,0.37329605389420917,-0.04882065155606991,0.3735216847858088,-0.04885132518699622,0.37331294855647557,-0.04890334297077577
1.9016842737094837,0.3747765479370867,-0.049296474665636164,0.3750001700163609,-0.049328087032482766,0.3747697322661401,-0.04938431479593089
1.91168787515006,0.376249619624246,-0.049773913203750575,0.37647865524691293,-0.049804848877969314,0.3762265159758046,-0.04986528662108601
1.9216914765906363,0.3777152398177503,-0.050252952632263065,0.3779423391807829,-0.05028477934733426,0.37768329968546915,-0.050346258446241146
1.9316950780312125,0.37917337952439834,-0.050733578318472736,0.37940012185247374,-0.05076597314386946,0.37914008339513366,-0.05082723027139627
1.9416986794717888,0.38062400989611345,-0.05121577553455948,0.3808579045241645,-0.05124716694040465,0.3805968671047982,-0.05130820209655139
1.951702280912365,0.3820671022304706,-0.05169952945706731,0.3822959899324378,-0.05173242508488688,0.3820536508144627,-0.05178917392170651
1.9617058823529412,0.3835026279727253,-0.05218482516703248,0.38373284599122354,-0.05221793689425443,0.3835104345241272,-0.05227014574686163
1.9717094837935174,0.38493055871398574,-0.05267164764844798,0.38516615931772485,-0.05270415293376176,0.38496721823379165,-0.052751117572016754
1.9817130852340936,0.3863508661920035,-0.05315998178782558,0.3865818721078059,-0.05319386763679443,0.38642400194345616,-0.053232089397171875
1.9917166866746698,0.3877635222919546,-0.05364981237375912,0.38799758489788705,-0.0536835823398271,0.3878807856531207,-0.053713061222327
2.001720288115246,0.389168499046808,-0.054141124096304886,0.38940488438225873,-0.05417490590158793,0.3893375693627852,-0.05419403304748212
2.0117238895558223,0.3905657686376905,-0.05463390154635207,0.3907992361524246,-0.054668705427461994,0.3907943530724497,-0.05467500487263724
2.0217274909963985,0.3919553033942457,-0.05512812921498329,0.39219358792259046,-0.05516250495333606,0.3921805618232067,-0.05516925361275801
2.0317310924369747,0.3933370757949894,-0.05562379149282499,0.3935745618302411,-0.055658763736260775,0.3934991732495408,-0.05567621910032238
2.041734693877551,0.39471105846765797,-0.05612087266938749,0.3949473422024969,-0.05615652873960499,0.3948177846758749,-0.05618318458788675
2.051738295318127,0.39607722418955316,-0.05661935693239473,0.39632012257475263,-0.05665429374294921,0.3961363961022091,-0.05669015007545112
2.0617418967587033,0.3974355458878791,-0.057119228367103245,0.3976744644776573,-0.05715531184139126,0.3974550075285432,-0.05719711556301549
2.0717454981992796,0.39878599664007497,-0.05762047095561055,0.3990254620920429,-0.057656919971922196,0.3987736189548773,-0.05770408105057986
2.0817490996398558,0.40012854967414013,-0.05812306857615264,0.40037485961949926,-0.05815879878181908,0.4000922303812114,-0.058211046538144226
2.091752701080432,0.4014631783689532,-0.058627005002390334,0.4017038704633358,-0.05866412631346674,0.4014108418075455,-0.058718012025708595
